YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W17,0,,0,0,,FI,5525292,FI,Age80+,JANSS,312406
2021-W17,0,,0,0,,FI1B,5525292,FI,Age80+,JANSS,69094
2021-W17,0,,0,0,,FI1C,5525292,FI,Age80+,JANSS,75299
2021-W17,0,,0,0,,FI1D,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI19,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W17,0,,0,0,,FI,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W17,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W17,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W17,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W17,0,,0,0,,FI20,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI1C,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W17,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W17,0,,0,0,,FI1B,5525292,FI,AgeUNK,JANSS,
2021-W17,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W17,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI,5525292,FI,ALL,JANSS,4476235
2021-W18,0,,0,0,,FI1D,5525292,FI,ALL,JANSS,1030639
2021-W18,155,,21,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W18,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W18,178951,,34189,0,203580,FI,5525292,FI,ALL,COM,4476235
2021-W18,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W18,300,,556,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W18,34719,,6247,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W18,60115,,9017,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W18,38977,,9366,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W18,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W18,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W18,1306,,89,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W18,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W18,1241,,296,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W18,6690,,590,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W18,0,,0,0,,FI20,5525292,FI,ALL,JANSS,23974
2021-W18,21879,,2442,0,36000,FI,5525292,FI,ALL,MOD,4476235
2021-W18,2,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W18,0,,0,0,,FI1C,5525292,FI,ALL,JANSS,947446
2021-W18,3808,,2045,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W18,4799,,929,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W18,0,,0,0,,FI19,5525292,FI,ALL,JANSS,1115634
2021-W18,805,,1083,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W18,43591,,9019,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W18,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W18,4252,,519,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W18,1297,,529,0,,FI20,5525292,FI,ALL,COM,23974
2021-W18,0,,0,0,,FI1B,5525292,FI,ALL,JANSS,1358542
2021-W18,6124,,403,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W18,0,,0,0,,FI1D,5525292,FI,Age18_24,JANSS,99532
2021-W18,96,,9,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W18,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W18,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W18,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W18,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W18,381,,45,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W18,0,,0,0,,FI,5525292,FI,Age18_24,JANSS,432594
2021-W18,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W18,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W18,628,,71,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W18,6,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W18,3272,,368,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W18,1183,,54,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W18,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W18,857,,148,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W18,6,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W18,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W18,98,,10,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W18,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W18,0,,0,0,,FI20,5525292,FI,Age18_24,JANSS,1893
2021-W18,0,,0,0,,FI19,5525292,FI,Age18_24,JANSS,111748
2021-W18,0,,0,0,,FI1B,5525292,FI,Age18_24,JANSS,133131
2021-W18,0,,0,0,,FI1C,5525292,FI,Age18_24,JANSS,86290
2021-W18,99,,24,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W18,6,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W18,594,,95,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W18,86,,1,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W18,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W18,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W18,6475,,1071,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W18,0,,2,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W18,1,,0,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W18,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W18,0,,0,0,,FI,5525292,FI,Age25_49,JANSS,1728083
2021-W18,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W18,38,,4,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W18,29193,,2915,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W18,557,,96,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W18,0,,0,0,,FI1C,5525292,FI,Age25_49,JANSS,334214
2021-W18,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W18,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W18,0,,0,0,,FI19,5525292,FI,Age25_49,JANSS,414611
2021-W18,647,,11,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W18,0,,0,0,,FI1D,5525292,FI,Age25_49,JANSS,358462
2021-W18,0,,0,0,,FI1B,5525292,FI,Age25_49,JANSS,611552
2021-W18,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W18,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W18,681,,36,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W18,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W18,0,,0,0,,FI20,5525292,FI,Age25_49,JANSS,9244
2021-W18,0,,0,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W18,39,,6,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W18,3321,,616,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W18,218,,0,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W18,12361,,755,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W18,6770,,469,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W18,623,,159,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W18,2508,,302,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W18,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W18,0,,0,0,,FI19,5525292,FI,Age50_59,JANSS,174886
2021-W18,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W18,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W18,0,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W18,4080,,6,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W18,32,,5,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W18,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W18,0,,0,0,,FI1D,5525292,FI,Age50_59,JANSS,167867
2021-W18,1602,,37,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W18,11278,,405,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W18,3375,,57,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W18,2,,1,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W18,0,,0,0,,FI1B,5525292,FI,Age50_59,JANSS,221373
2021-W18,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W18,15268,,389,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W18,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W18,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W18,0,,0,0,,FI1C,5525292,FI,Age50_59,JANSS,156381
2021-W18,10892,,261,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W18,2,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W18,1830,,161,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W18,89217,,1891,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W18,40773,,405,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W18,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W18,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W18,21513,,688,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W18,36,,6,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W18,250,,3,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W18,0,,0,0,,FI,5525292,FI,Age50_59,JANSS,724665
2021-W18,0,,0,0,,FI20,5525292,FI,Age50_59,JANSS,4158
2021-W18,2030,,137,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W18,806,,5,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W18,140,,18,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W18,616,,1036,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W18,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W18,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W18,18508,,494,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W18,0,,0,0,,FI1D,5525292,FI,Age60_69,JANSS,187872
2021-W18,7293,,249,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W18,2,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W18,3219,,1908,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W18,14558,,299,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W18,1135,,272,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W18,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W18,1914,,41,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W18,13542,,671,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W18,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W18,0,,0,0,,FI20,5525292,FI,Age60_69,JANSS,3838
2021-W18,0,,0,0,,FI1B,5525292,FI,Age60_69,JANSS,181690
2021-W18,53290,,1831,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W18,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W18,1130,,86,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W18,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W18,1633,,24,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W18,1710,,47,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W18,197,,496,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W18,5822,,362,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W18,0,,0,0,,FI,5525292,FI,Age60_69,JANSS,716579
2021-W18,0,,0,0,,FI1C,5525292,FI,Age60_69,JANSS,161879
2021-W18,0,,0,0,,FI19,5525292,FI,Age60_69,JANSS,181300
2021-W18,0,,0,0,,FI,5525292,FI,Age70_79,JANSS,561908
2021-W18,0,,0,0,,FI1C,5525292,FI,Age70_79,JANSS,133383
2021-W18,0,,0,0,,FI20,5525292,FI,Age70_79,JANSS,3187
2021-W18,787,,627,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W18,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W18,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W18,644,,299,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W18,0,,0,0,,FI1B,5525292,FI,Age70_79,JANSS,141702
2021-W18,156,,2,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W18,97,,20,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W18,3055,,4216,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W18,17,,391,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W18,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W18,402,,914,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W18,156,,93,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W18,125,,111,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W18,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W18,170,,47,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W18,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W18,10,,2,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W18,0,,0,0,,FI1D,5525292,FI,Age70_79,JANSS,136699
2021-W18,896,,996,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W18,942,,1285,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W18,157,,34,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W18,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W18,205,,61,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W18,18,,25,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W18,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W18,0,,0,0,,FI19,5525292,FI,Age70_79,JANSS,146937
2021-W18,451,,96,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W18,17,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W18,0,,0,0,,FI1D,5525292,FI,Age80+,JANSS,80207
2021-W18,129,,6510,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W18,0,,0,0,,FI1C,5525292,FI,Age80+,JANSS,75299
2021-W18,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W18,296,,6659,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W18,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W18,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W18,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W18,9,,2,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W18,57,,29,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W18,39,,487,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W18,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W18,0,,0,0,,FI20,5525292,FI,Age80+,JANSS,1654
2021-W18,22,,151,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W18,64,,370,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W18,36,,278,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W18,191,,4221,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W18,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W18,5,,1,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W18,0,,130,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W18,9,,26,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W18,0,,0,0,,FI1B,5525292,FI,Age80+,JANSS,69094
2021-W18,161,,1286,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W18,924,,22968,0,,FI,5525292,FI,Age80+,COM,312406
2021-W18,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W18,0,,0,0,,FI,5525292,FI,Age80+,JANSS,312406
2021-W18,17,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W18,308,,5445,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W18,0,,0,0,,FI19,5525292,FI,Age80+,JANSS,86152
2021-W18,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W18,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI1B,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W18,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI1D,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W18,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W18,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W18,0,,0,0,,FI19,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI1C,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI20,5525292,FI,AgeUNK,JANSS,
2021-W18,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W18,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W18,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W18,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W19,0,,0,0,,FI1B,5525292,FI,ALL,JANSS,1358542
2021-W19,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W19,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W19,5203,,1708,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W19,5424,,1724,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W19,1369,,405,0,,FI20,5525292,FI,ALL,COM,23974
2021-W19,0,,0,0,,FI20,5525292,FI,ALL,JANSS,23974
2021-W19,219,,2736,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W19,144768,,57196,0,204750,FI,5525292,FI,ALL,COM,4476235
2021-W19,76,,1068,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W19,339,,1685,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W19,193,,1424,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W19,0,,0,0,,FI1D,5525292,FI,ALL,JANSS,1030639
2021-W19,0,,0,0,,FI1C,5525292,FI,ALL,JANSS,947446
2021-W19,2,,1,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W19,0,,0,0,18000,FI,5525292,FI,ALL,JANSS,4476235
2021-W19,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W19,18498,,7543,0,36000,FI,5525292,FI,ALL,MOD,4476235
2021-W19,0,,0,0,,FI19,5525292,FI,ALL,JANSS,1115634
2021-W19,9,,1,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W19,31350,,13550,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W19,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W19,839,,6917,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W19,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W19,26978,,12477,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W19,51067,,14561,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W19,4923,,2604,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W19,2930,,1500,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W19,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W19,33762,,16186,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W19,0,,0,0,,FI1C,5525292,FI,Age18_24,JANSS,86290
2021-W19,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W19,86,,26,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W19,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W19,71,,3,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W19,172,,46,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W19,0,,0,0,,FI1D,5525292,FI,Age18_24,JANSS,99532
2021-W19,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W19,0,,0,0,,FI20,5525292,FI,Age18_24,JANSS,1893
2021-W19,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W19,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W19,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W19,152,,9,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W19,524,,121,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W19,0,,0,0,,FI1B,5525292,FI,Age18_24,JANSS,133131
2021-W19,4,,1,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W19,19,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W19,553,,102,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W19,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W19,482,,84,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W19,0,,0,0,,FI19,5525292,FI,Age18_24,JANSS,111748
2021-W19,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W19,0,,0,0,,FI,5525292,FI,Age18_24,JANSS,432594
2021-W19,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W19,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W19,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W19,4,,1,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W19,576,,116,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W19,2124,,460,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W19,444,,121,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W19,0,,2,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W19,744,,97,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W19,933,,506,0,,FI1C,5525292,FI,Age25_49,MOD,334214
2021-W19,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W19,0,,0,0,,FI20,5525292,FI,Age25_49,UNK,9244
2021-W19,0,,0,0,,FI,5525292,FI,Age25_49,JANSS,1728083
2021-W19,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
2021-W19,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W19,0,,1,0,,FI19,5525292,FI,Age25_49,AZ,414611
2021-W19,6091,,901,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W19,28626,,1289,0,,FI1B,5525292,FI,Age25_49,COM,611552
2021-W19,0,,1,0,,FI1D,5525292,FI,Age25_49,AZ,358462
2021-W19,0,,0,0,,FI19,5525292,FI,Age25_49,JANSS,414611
2021-W19,43374,,3756,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W19,0,,0,0,,FI1D,5525292,FI,Age25_49,UNK,358462
2021-W19,35,,18,0,,FI1B,5525292,FI,Age25_49,AZ,611552
2021-W19,231,,4,0,,FI20,5525292,FI,Age25_49,COM,9244
2021-W19,0,,0,0,,FI1D,5525292,FI,Age25_49,JANSS,358462
2021-W19,4791,,785,0,,FI1D,5525292,FI,Age25_49,COM,358462
2021-W19,3455,,835,0,,FI,5525292,FI,Age25_49,MOD,1728083
2021-W19,3536,,776,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W19,0,,0,0,,FI1B,5525292,FI,Age25_49,JANSS,611552
2021-W19,35,,22,0,,FI,5525292,FI,Age25_49,AZ,1728083
2021-W19,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W19,0,,0,0,,FI20,5525292,FI,Age25_49,JANSS,9244
2021-W19,0,,0,0,,FI,5525292,FI,Age25_49,UNK,1728083
2021-W19,1145,,82,0,,FI1B,5525292,FI,Age25_49,MOD,611552
2021-W19,0,,0,0,,FI1C,5525292,FI,Age25_49,JANSS,334214
2021-W19,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W19,632,,146,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W19,1051,,95,0,,FI1D,5525292,FI,Age50_59,MOD,167867
